accession,rung,arm,gain
Q12830,vertebrate,region,0
Q12830,vertebrate,control,0
Q12830,vertebrate,control,0
Q12830,vertebrate,control,0
Q12830,vertebrate,control,0
Q12830,vertebrate,control,0
Q12830,vertebrate,control,0
Q12830,vertebrate,control,0
Q12830,vertebrate,control,0
Q12830,vertebrate,control,0
Q12830,vertebrate,control,0
Q12830,vertebrate,control,0
Q12830,vertebrate,region,0
Q12830,vertebrate,region,0
Q12830,vertebrate,region,0
Q12830,vertebrate,control,0
Q12830,vertebrate,control,0
Q12830,vertebrate,control,0
Q12830,vertebrate,control,0
Q12830,vertebrate,control,0
Q12830,vertebrate,control,0
Q12830,vertebrate,region,0
Q12830,vertebrate,region,0
Q12830,vertebrate,region,0
Q12830,vertebrate,region,0
Q12830,vertebrate,region,0
Q12830,vertebrate,region,0
Q12830,vertebrate,region,0
Q12830,vertebrate,region,0
Q12830,vertebrate,region,0
Q12830,vertebrate,region,0
Q12830,vertebrate,region,0
Q12830,vertebrate,region,0
Q12830,vertebrate,region,0
Q12830,vertebrate,region,0
Q12830,vertebrate,region,0
Q12830,vertebrate,region,0
Q12830,vertebrate,region,0
Q12830,vertebrate,region,0
Q12830,vertebrate,region,0
Q12830,vertebrate,region,0
Q12830,vertebrate,region,0
Q12830,vertebrate,region,0
Q12830,vertebrate,region,0
Q12830,vertebrate,region,0
Q12830,vertebrate,region,0
Q12830,vertebrate,region,0
Q12830,vertebrate,region,0
Q12830,vertebrate,region,0
Q12830,vertebrate,region,0
Q12830,vertebrate,region,0
Q12830,vertebrate,region,0
Q12830,vertebrate,region,0
Q12830,vertebrate,region,0
Q12830,vertebrate,region,0
Q12830,vertebrate,region,0
Q12830,vertebrate,region,0
Q12830,vertebrate,region,0
Q12830,vertebrate,region,0
Q12830,vertebrate,region,0
Q12830,vertebrate,region,0
Q12830,vertebrate,control,0
Q12830,vertebrate,control,0
Q12830,vertebrate,control,0
Q12830,vertebrate,control,0
Q12830,vertebrate,control,0
Q12830,vertebrate,control,0
Q12830,vertebrate,control,0
Q12830,vertebrate,control,1
Q12830,vertebrate,control,0
Q12830,vertebrate,control,1
Q12830,vertebrate,control,0
Q12830,vertebrate,control,0
Q12830,vertebrate,control,0
Q12830,vertebrate,control,1
Q12830,vertebrate,control,0
Q12830,vertebrate,control,1
Q12830,vertebrate,control,0
Q12830,vertebrate,control,0
Q12830,vertebrate,control,0
Q12830,vertebrate,control,0
Q12830,vertebrate,control,0
Q12830,vertebrate,control,0
Q12830,vertebrate,control,0
Q12830,vertebrate,control,0
Q12830,vertebrate,control,0
Q12830,vertebrate,control,0
Q12830,vertebrate,control,0
Q12830,vertebrate,control,0
Q13243,vertebrate,region,0
Q13243,vertebrate,region,0
Q13243,vertebrate,region,1
Q13243,vertebrate,control,0
Q13243,vertebrate,control,0
Q13243,vertebrate,control,0
Q13492,vertebrate,region,0
Q13492,vertebrate,region,0
Q13492,vertebrate,region,0
Q13492,vertebrate,region,0
Q13492,vertebrate,region,0
Q13492,vertebrate,region,0
Q13492,vertebrate,region,0
Q13492,vertebrate,region,0
Q13495,vertebrate,region,0
Q13495,vertebrate,region,0
Q13495,vertebrate,region,0
Q13495,vertebrate,control,0
Q13495,vertebrate,control,0
Q13576,vertebrate,region,0
Q13576,vertebrate,region,0
Q13576,vertebrate,region,0
Q13576,vertebrate,region,0
Q13576,vertebrate,region,0
Q13576,vertebrate,control,0
Q13576,vertebrate,control,0
Q13576,vertebrate,control,0
Q13576,vertebrate,control,0
Q13576,vertebrate,control,0
Q13576,vertebrate,control,0
Q14157,vertebrate,region,0
Q14157,vertebrate,region,0
Q14157,vertebrate,control,0
Q14157,vertebrate,control,0
Q14157,vertebrate,control,0
Q14157,vertebrate,region,0
Q14157,vertebrate,region,0
Q14157,vertebrate,region,0
Q14157,vertebrate,region,0
Q14157,vertebrate,region,0
Q14157,vertebrate,region,0
Q14157,vertebrate,region,0
Q14157,vertebrate,region,0
Q14157,vertebrate,region,0
Q14157,vertebrate,control,0
Q14157,vertebrate,control,0
Q14157,vertebrate,control,0
Q14157,vertebrate,control,0
Q14157,vertebrate,control,0
Q14157,vertebrate,region,0
Q14157,vertebrate,region,0
Q14157,vertebrate,region,0
Q14157,vertebrate,region,0
Q14157,vertebrate,control,0
Q14157,vertebrate,region,0
Q14157,vertebrate,region,0
Q14157,vertebrate,region,0
Q14157,vertebrate,region,0
Q14157,vertebrate,region,0
Q14157,vertebrate,region,0
Q14157,vertebrate,region,0
Q14157,vertebrate,region,0
Q14157,vertebrate,region,0
Q14157,vertebrate,region,0
Q14157,vertebrate,region,0
Q14157,vertebrate,region,0
Q14157,vertebrate,region,0
Q14157,vertebrate,region,0
Q14157,vertebrate,region,0
Q14157,vertebrate,region,0
Q14157,vertebrate,region,0
Q14157,vertebrate,region,0
Q14157,vertebrate,region,0
Q14157,vertebrate,region,0
Q14157,vertebrate,region,0
Q14157,vertebrate,control,0
Q14157,vertebrate,control,0
Q14157,vertebrate,control,0
Q14157,vertebrate,control,0
Q14157,vertebrate,region,0
Q14157,vertebrate,region,0
Q14157,vertebrate,region,0
Q14157,vertebrate,region,0
Q14157,vertebrate,region,0
Q14157,vertebrate,region,0
Q14157,vertebrate,region,0
Q14157,vertebrate,region,0
Q14157,vertebrate,region,0
Q14157,vertebrate,control,0
Q14157,vertebrate,region,0
Q14157,vertebrate,region,0
Q14157,vertebrate,region,0
Q14157,vertebrate,region,0
Q14157,vertebrate,region,0
Q14157,vertebrate,region,0
Q14157,vertebrate,region,0
Q14157,vertebrate,control,0
Q14157,vertebrate,control,0
Q14157,vertebrate,control,0
Q14157,vertebrate,control,1
Q14157,vertebrate,control,0
Q14157,vertebrate,control,0
Q14157,vertebrate,region,0
Q14157,vertebrate,region,0
Q14157,vertebrate,region,0
Q14157,vertebrate,region,0
Q14157,vertebrate,control,0
Q14157,vertebrate,control,0
Q14157,vertebrate,control,0
Q14157,vertebrate,control,0
Q14157,vertebrate,control,0
Q14157,vertebrate,control,0
Q14157,vertebrate,region,0
Q14157,vertebrate,control,0
Q14157,vertebrate,control,0
Q14157,vertebrate,control,0
Q14676,vertebrate,region,0
Q14676,vertebrate,region,0
Q14676,vertebrate,region,0
Q14676,vertebrate,region,0
Q14676,vertebrate,region,0
Q14676,vertebrate,region,0
Q14676,vertebrate,region,0
Q14676,vertebrate,region,0
Q14676,vertebrate,region,0
Q14676,vertebrate,region,0
Q14676,vertebrate,region,0
Q14676,vertebrate,region,0
Q14676,vertebrate,control,0
Q14676,vertebrate,control,0
Q14676,vertebrate,control,0
Q14676,vertebrate,control,0
Q14676,vertebrate,control,0
Q14676,vertebrate,control,0
Q14676,vertebrate,control,0
Q14676,vertebrate,control,0
Q14676,vertebrate,control,0
Q14677,vertebrate,region,0
Q14686,vertebrate,region,0
Q14686,vertebrate,control,0
Q14686,vertebrate,control,0
Q14686,vertebrate,control,0
Q14686,vertebrate,control,0
Q14686,vertebrate,control,0
Q14686,vertebrate,region,1
Q14686,vertebrate,region,0
Q14686,vertebrate,region,0
Q14686,vertebrate,region,0
Q14686,vertebrate,region,0
Q14686,vertebrate,region,0
Q14686,vertebrate,control,0
Q14686,vertebrate,control,1
Q14686,vertebrate,control,0
Q14686,vertebrate,control,0
Q14686,vertebrate,control,0
Q14686,vertebrate,control,0
Q14686,vertebrate,control,0
Q14686,vertebrate,control,0
Q14686,vertebrate,control,0
Q14686,vertebrate,region,0
Q14686,vertebrate,region,0
Q14686,vertebrate,region,0
Q14686,vertebrate,region,0
Q14686,vertebrate,control,1
Q14686,vertebrate,control,0
Q14686,vertebrate,region,0
Q14686,vertebrate,region,0
Q14686,vertebrate,control,0
Q14686,vertebrate,control,0
Q14686,vertebrate,control,0
Q14686,vertebrate,control,0
Q14686,vertebrate,control,0
Q14814,vertebrate,region,0
Q14814,vertebrate,region,0
Q14814,vertebrate,region,0
Q14814,vertebrate,region,0
Q14966,vertebrate,region,0
Q14966,vertebrate,region,0
Q14966,vertebrate,region,0
Q14966,vertebrate,region,0
Q14966,vertebrate,region,0
Q14966,vertebrate,region,0
Q14966,vertebrate,region,0
Q14966,vertebrate,region,0
Q14966,vertebrate,control,0
Q14966,vertebrate,control,0
Q14966,vertebrate,control,0
Q14980,vertebrate,region,0
Q14980,vertebrate,region,0
Q14980,vertebrate,region,0
Q14980,vertebrate,region,0
Q14980,vertebrate,region,0
Q14980,vertebrate,region,0
Q14980,vertebrate,region,0
Q14980,vertebrate,region,0
Q14980,vertebrate,region,0
Q14980,vertebrate,region,0
Q14980,vertebrate,region,1
Q14980,vertebrate,region,0
Q14980,vertebrate,region,0
Q14980,vertebrate,control,1
Q14980,vertebrate,control,0
Q14980,vertebrate,control,1
Q14980,vertebrate,control,0
Q14980,vertebrate,region,0
Q14980,vertebrate,region,0
Q14980,vertebrate,region,0
Q14980,vertebrate,control,0
Q14980,vertebrate,control,0
Q14980,vertebrate,control,0
Q15058,vertebrate,region,0
Q15058,vertebrate,region,0
Q15058,vertebrate,region,0
Q15058,vertebrate,region,0
Q15058,vertebrate,control,0
Q15058,vertebrate,control,0
Q15058,vertebrate,control,0
Q15058,vertebrate,control,0
Q15058,vertebrate,control,0
Q15058,vertebrate,control,0
Q15154,vertebrate,region,0
Q15154,vertebrate,region,0
Q15154,vertebrate,region,0
Q15154,vertebrate,region,0
Q15637,vertebrate,control,0
Q15637,vertebrate,control,0
Q15637,vertebrate,control,0
Q15637,vertebrate,control,0
Q15648,vertebrate,control,0
Q15648,vertebrate,control,0
Q15648,vertebrate,control,0
Q15648,vertebrate,control,0
Q15648,vertebrate,control,0
Q15648,vertebrate,control,0
Q15648,vertebrate,control,0
Q15648,vertebrate,control,0
Q15648,vertebrate,region,0
Q15648,vertebrate,region,0
Q15648,vertebrate,region,0
Q15648,vertebrate,region,0
Q15648,vertebrate,control,0
Q15648,vertebrate,control,0
Q15648,vertebrate,control,0
Q15648,vertebrate,control,0
Q15648,vertebrate,control,0
Q15648,vertebrate,region,0
Q15648,vertebrate,region,0
Q15648,vertebrate,region,0
Q15648,vertebrate,region,0
Q15648,vertebrate,region,0
Q15648,vertebrate,region,0
Q15648,vertebrate,control,0
Q15648,vertebrate,control,0
Q15648,vertebrate,control,0
Q15648,vertebrate,control,0
Q15648,vertebrate,control,0
Q15652,vertebrate,region,0
Q15652,vertebrate,control,0
Q15652,vertebrate,control,0
Q15652,vertebrate,region,0
Q15652,vertebrate,control,0
Q15652,vertebrate,control,0
Q15652,vertebrate,region,0
Q15652,vertebrate,region,0
Q15652,vertebrate,region,0
Q15652,vertebrate,control,0
Q15652,vertebrate,control,1
Q15652,vertebrate,control,0
Q15652,vertebrate,control,0
Q15652,vertebrate,control,0
Q15652,vertebrate,control,0
Q15652,vertebrate,region,0
Q15652,vertebrate,region,0
Q15652,vertebrate,region,0
Q15652,vertebrate,region,0
Q15652,vertebrate,region,0
Q15652,vertebrate,region,0
Q15652,vertebrate,region,0
Q15652,vertebrate,control,0
Q15652,vertebrate,control,0
Q15652,vertebrate,control,1
Q15652,vertebrate,control,0
Q15652,vertebrate,control,0
Q15652,vertebrate,control,0
Q15652,vertebrate,control,1
Q15652,vertebrate,control,0
Q15652,vertebrate,control,0
Q15723,vertebrate,control,0
Q15723,vertebrate,control,0
Q15942,vertebrate,region,0
Q15942,vertebrate,region,0
Q15942,vertebrate,region,0
Q15942,vertebrate,region,0
Q15942,vertebrate,region,0
Q15942,vertebrate,region,0
Q15942,vertebrate,region,0
Q15942,vertebrate,region,0
Q15942,vertebrate,region,0
Q15942,vertebrate,region,0
Q15942,vertebrate,region,0
Q15942,vertebrate,region,0
Q15942,vertebrate,region,0
Q15942,vertebrate,control,0
Q15942,vertebrate,control,0
Q15942,vertebrate,control,0
Q15942,vertebrate,control,0
Q16204,vertebrate,region,0
Q16204,vertebrate,region,0
Q16204,vertebrate,control,0
Q16204,vertebrate,control,0
Q16594,vertebrate,region,0
Q16594,vertebrate,region,0
Q2M2I8,vertebrate,region,0
Q2M2I8,vertebrate,region,0
Q2M2I8,vertebrate,region,0
Q2M2I8,vertebrate,control,0
Q2M2I8,vertebrate,control,1
Q2M2I8,vertebrate,control,0
Q4LDE5,vertebrate,region,1
Q4LDE5,vertebrate,region,0
Q4LDE5,vertebrate,region,0
Q4LDE5,vertebrate,region,0
Q4LDE5,vertebrate,control,0
Q4LDE5,vertebrate,control,0
Q4LDE5,vertebrate,control,0
Q53ET0,vertebrate,region,0
Q53ET0,vertebrate,region,0
Q5H9F3,vertebrate,control,0
Q5H9F3,vertebrate,control,0
Q5JSZ5,vertebrate,control,0
Q5JSZ5,vertebrate,control,0
Q5JSZ5,vertebrate,control,0
Q5JSZ5,vertebrate,control,0
Q5T5J6,vertebrate,region,0
Q5T5J6,vertebrate,region,0
Q5T5J6,vertebrate,control,1
Q5T5J6,vertebrate,control,0
Q5T5J6,vertebrate,control,1
Q5T5J6,vertebrate,control,0
Q5T6F2,vertebrate,region,0
Q5T6F2,vertebrate,region,0
Q5T6F2,vertebrate,region,0
Q5T6F2,vertebrate,region,0
Q5T6F2,vertebrate,region,0
Q5T6F2,vertebrate,region,0
Q5T6F2,vertebrate,control,0
Q5T6F2,vertebrate,control,0
Q5T6F2,vertebrate,control,0
Q5T6F2,vertebrate,control,0
Q5T6F2,vertebrate,region,0
Q5T6F2,vertebrate,region,0
Q5T6F2,vertebrate,region,0
Q5T6F2,vertebrate,region,0
Q5T6F2,vertebrate,region,0
Q5T6F2,vertebrate,region,0
Q5T6F2,vertebrate,region,0
Q5T6F2,vertebrate,control,0
Q5T6F2,vertebrate,control,0
Q5T6F2,vertebrate,control,0
Q5T6F2,vertebrate,region,1
Q5T6F2,vertebrate,region,0
Q5T6F2,vertebrate,region,1
Q5T6F2,vertebrate,region,0
Q5T6F2,vertebrate,control,0
Q5T6F2,vertebrate,control,0
Q5T6F2,vertebrate,region,0
Q5T6F2,vertebrate,region,0
Q5T6F2,vertebrate,region,0
Q5T6F2,vertebrate,region,0
Q5T6F2,vertebrate,region,0
Q5T6F2,vertebrate,region,0
Q5T6F2,vertebrate,region,0
Q5T6F2,vertebrate,region,0
Q5T6F2,vertebrate,region,0
Q5T6F2,vertebrate,region,0
Q5T6F2,vertebrate,control,0
Q5VT52,vertebrate,region,0
Q5VT52,vertebrate,region,0
Q5VT52,vertebrate,region,0
Q5VT52,vertebrate,region,0
Q5VT52,vertebrate,region,0
Q5VT52,vertebrate,region,0
Q5VT52,vertebrate,region,0
Q5VT52,vertebrate,region,0
Q5VT52,vertebrate,region,0
Q5VT52,vertebrate,region,0
Q5VT52,vertebrate,region,0
Q5VT52,vertebrate,region,0
Q5VT52,vertebrate,region,0
Q5VT52,vertebrate,region,0
Q5VT52,vertebrate,region,0
Q5VT52,vertebrate,region,0
Q5VT52,vertebrate,region,0
Q5VT52,vertebrate,region,0
Q5VT52,vertebrate,region,0
Q5VT52,vertebrate,region,0
Q5VT52,vertebrate,region,0
Q5VT52,vertebrate,region,0
Q5VT52,vertebrate,region,0
Q5VT52,vertebrate,region,0
Q5VT52,vertebrate,region,0
Q5VT52,vertebrate,region,0
Q5VT52,vertebrate,region,0
Q5VT52,vertebrate,region,0
Q5VT52,vertebrate,control,0
Q5VT52,vertebrate,control,0
Q5VT52,vertebrate,control,0
Q5VT52,vertebrate,region,0
Q5VT52,vertebrate,region,0
Q5VT52,vertebrate,region,0
Q5VT52,vertebrate,region,0
Q5VT52,vertebrate,region,0
Q5VT52,vertebrate,region,0
Q5VT52,vertebrate,control,0
Q5VT52,vertebrate,region,0
Q5VT52,vertebrate,region,0
Q5VT52,vertebrate,region,0
Q5VT52,vertebrate,region,0
Q5VT52,vertebrate,region,0
Q5VT52,vertebrate,control,0
Q5VT52,vertebrate,control,0
Q5VT52,vertebrate,control,0
Q5VT52,vertebrate,region,0
Q5VT52,vertebrate,region,0
Q5VT52,vertebrate,region,0
Q5VT52,vertebrate,region,0
Q5VT52,vertebrate,region,0
Q5VT52,vertebrate,region,0
Q5VT52,vertebrate,region,0
Q5VT52,vertebrate,control,0
Q5VT52,vertebrate,control,0
Q5VT52,vertebrate,control,0
Q5VT52,vertebrate,control,0
Q5VT52,vertebrate,control,0
Q5VT52,vertebrate,control,0
Q5VUA4,vertebrate,region,0
Q5VUA4,vertebrate,region,0
Q5VUA4,vertebrate,region,0
Q5VUA4,vertebrate,region,0
Q5VUA4,vertebrate,region,0
Q5VUA4,vertebrate,control,0
Q5VUA4,vertebrate,control,0
Q5VUA4,vertebrate,control,0
Q5VUA4,vertebrate,control,0
Q5VUA4,vertebrate,region,0
Q5VUA4,vertebrate,region,0
Q5VUA4,vertebrate,control,0
Q5VUA4,vertebrate,control,0
Q5VWN6,vertebrate,region,0
Q5VWN6,vertebrate,region,1
Q5VWN6,vertebrate,region,0
Q5VWN6,vertebrate,region,0
Q5VWN6,vertebrate,region,1
Q5VWN6,vertebrate,control,0
Q5VWN6,vertebrate,control,0
Q5VWN6,vertebrate,region,0
Q5VWN6,vertebrate,region,0
Q5VWN6,vertebrate,region,0
Q5VWN6,vertebrate,region,0
Q5VWN6,vertebrate,region,0
Q5VWN6,vertebrate,control,0
Q5VWN6,vertebrate,control,0
Q5VWN6,vertebrate,control,0
Q68CP9,vertebrate,region,0
Q68CP9,vertebrate,region,0
Q68CP9,vertebrate,region,0
Q68CP9,vertebrate,region,0
Q68CP9,vertebrate,region,0
Q68CP9,vertebrate,region,0
Q68CP9,vertebrate,region,0
Q68CP9,vertebrate,control,0
Q68CP9,vertebrate,control,0
Q68CP9,vertebrate,control,0
Q68CP9,vertebrate,control,0
Q68CP9,vertebrate,control,0
Q68CP9,vertebrate,control,0
Q68CP9,vertebrate,control,0
Q68CP9,vertebrate,control,0
Q68CP9,vertebrate,region,0
Q68CP9,vertebrate,region,0
Q68CP9,vertebrate,region,0
Q68CP9,vertebrate,control,1
Q68CP9,vertebrate,control,0
Q68CP9,vertebrate,control,0
Q68CP9,vertebrate,control,0
Q68CP9,vertebrate,control,0
Q68CP9,vertebrate,control,0
Q68CP9,vertebrate,control,0
Q68CP9,vertebrate,control,0
Q68CP9,vertebrate,control,0
Q68CP9,vertebrate,control,0
Q68CP9,vertebrate,region,0
Q68CP9,vertebrate,region,0
Q68CP9,vertebrate,region,0
Q68CP9,vertebrate,region,0
Q68CP9,vertebrate,region,0
Q68CP9,vertebrate,region,0
Q68CP9,vertebrate,region,0
Q68CP9,vertebrate,control,0
Q68CP9,vertebrate,control,0
Q68CP9,vertebrate,control,0
Q68CP9,vertebrate,control,0
Q68CP9,vertebrate,control,0
Q6KC79,vertebrate,region,0
Q6KC79,vertebrate,region,0
Q6KC79,vertebrate,control,0
Q6KC79,vertebrate,control,0
Q6KC79,vertebrate,control,0
Q6KC79,vertebrate,region,0
Q6KC79,vertebrate,region,0
Q6KC79,vertebrate,control,1
Q6KC79,vertebrate,control,0
Q6KC79,vertebrate,control,1
Q6MZP7,vertebrate,control,0
Q6MZP7,vertebrate,control,0
Q6MZP7,vertebrate,control,0
Q6MZP7,vertebrate,control,0
Q6MZP7,vertebrate,region,0
Q6MZP7,vertebrate,region,0
Q6MZP7,vertebrate,region,0
Q6MZP7,vertebrate,region,0
Q6MZP7,vertebrate,region,0
Q6MZP7,vertebrate,region,0
Q6MZP7,vertebrate,region,0
Q6MZP7,vertebrate,region,0
Q6MZP7,vertebrate,region,0
Q6MZP7,vertebrate,region,0
Q6MZP7,vertebrate,region,0
Q6MZP7,vertebrate,region,0
Q6MZP7,vertebrate,control,0
Q6MZP7,vertebrate,control,0
Q6MZP7,vertebrate,control,0
Q6MZP7,vertebrate,control,0
Q6MZP7,vertebrate,control,0
Q6MZP7,vertebrate,control,0
Q6MZP7,vertebrate,control,0
Q6MZP7,vertebrate,control,0
Q6MZP7,vertebrate,control,0
Q6MZP7,vertebrate,control,0
Q6MZP7,vertebrate,control,0
Q6MZP7,vertebrate,control,0
Q6MZP7,vertebrate,control,0
Q6MZP7,vertebrate,control,0
Q6MZP7,vertebrate,control,0
Q6MZP7,vertebrate,control,0
Q6MZP7,vertebrate,control,0
Q6MZP7,vertebrate,control,0
Q6MZP7,vertebrate,control,0
Q6MZP7,vertebrate,region,0
Q6MZP7,vertebrate,region,0
Q6MZP7,vertebrate,region,0
Q6MZP7,vertebrate,region,0
Q6MZP7,vertebrate,region,0
Q6MZP7,vertebrate,region,0
Q6MZP7,vertebrate,control,0
Q6MZP7,vertebrate,control,0
Q6MZP7,vertebrate,control,0
Q6MZP7,vertebrate,control,0
Q6MZP7,vertebrate,control,0
Q6MZP7,vertebrate,control,0
Q6MZP7,vertebrate,control,0
Q6MZP7,vertebrate,control,0
Q6MZP7,vertebrate,control,0
Q6N021,vertebrate,region,0
