accession,arm,observed,expected_length,expected_st,expected_disorder,n_oglcnac,n_phospho,n_st,length
P53999,all,1,0.1417322834645669,0.782608695652174,0.6363636363636364,1,18,23,127
P54105,all,0,0.0548523206751054,0.3823529411764705,0.0833333333333333,1,13,34,237
P54198,all,0,0.0304818092428711,0.1791907514450867,0.0338983050847457,1,31,173,1017
P54252,all,0,0.0360110803324099,0.2888888888888888,0.0,1,13,45,361
P54253,all,3,0.1766871165644171,1.051094890510949,1.0909090909090908,9,16,137,815
P54253,regional,3,0.0785276073619632,0.4671532846715328,0.3636363636363636,4,16,137,815
P54259,all,0,0.2058823529411764,1.2189054726368158,0.9125286478227654,7,35,201,1190
P54296,all,0,0.0559726962457337,0.4039408866995074,0.375,2,41,203,1465
P54577,all,2,0.1022727272727272,1.1020408163265305,1.263157894736842,3,18,49,528
P54578,all,6,0.2793522267206478,2.090909090909091,3.4130718954248365,6,23,66,494
P54652,all,1,0.028169014084507,0.2195121951219512,0.1428571428571428,1,18,82,639
P54709,all,0,0.014336917562724,0.1379310344827586,0.0,1,4,29,279
P54727,all,0,0.5403422982885085,3.112676056338028,2.647058823529412,17,13,71,409
P54727,regional,0,0.3178484107579462,1.8309859154929575,1.3235294117647058,10,13,71,409
P54819,all,1,0.0669456066945606,0.6153846153846154,0.6666666666666666,1,16,26,239
P54920,all,0,0.0203389830508474,0.2,0.1904761904761904,1,6,30,295
P55010,all,1,0.0487238979118329,0.5,1.0,1,21,42,431
P55058,all,0,0.0040567951318458,0.0298507462686567,0.0526315789473684,1,2,67,493
P55072,all,1,0.0707196029776675,0.7916666666666666,1.0,1,57,72,806
P55196,all,1,0.1864035087719298,1.410788381742739,1.8043478260869563,4,85,241,1824
P55197,all,1,0.2275280898876404,1.056521739130435,1.2556262230919766,9,27,230,1068
P55197,regional,1,0.1516853932584269,0.7043478260869566,0.8538405088062622,6,27,230,1068
P55198,all,2,0.444647758462946,2.229357798165138,1.2421052631578946,18,27,218,1093
P55198,regional,0,0.2717291857273559,1.3623853211009174,0.656140350877193,11,27,218,1093
P55209,all,0,0.0281329923273657,0.3548387096774194,0.4166666666666667,1,11,31,391
P55212,all,1,0.0068259385665529,0.0588235294117647,0.0833333333333333,1,2,34,293
P55265,all,2,0.3947797716150081,2.781609195402299,2.995865208752747,11,44,174,1226
P55265,regional,0,0.1794453507340946,1.264367816091954,1.5226221397649968,5,44,174,1226
P55268,all,0,0.0077864293659621,0.0732984293193717,0.0558239398819108,2,7,191,1798
P55285,all,0,0.0151898734177215,0.1025641025641025,0.1818181818181818,2,6,117,790
P55290,all,0,0.0140252454417952,0.1,0.1142857142857142,2,5,100,713
P55317,all,2,0.3029661016949153,1.6067415730337078,2.6162117452440032,11,13,89,472
P55317,regional,1,0.0826271186440678,0.4382022471910112,0.875,3,13,89,472
P55327,all,1,0.0982142857142857,0.5365853658536586,0.6470588235294118,1,22,41,224
P55735,all,0,0.0341614906832298,0.2244897959183673,0.25,1,11,49,322
P55795,all,0,0.0334075723830735,0.2586206896551724,0.2962962962962963,1,15,58,449
P55884,all,0,0.1216216216216216,1.1511627906976745,1.0,3,33,86,814
P55916,all,0,0.0096153846153846,0.0697674418604651,0.0833333333333333,1,3,43,312
P56199,all,0,0.005089058524173,0.0320855614973262,0.064516129032258,1,6,187,1179
P56270,all,0,0.050314465408805,0.4444444444444444,0.3999999999999999,2,12,54,477
P56385,all,0,0.0434782608695652,0.75,0.6666666666666666,1,3,4,69
P56524,all,1,0.1291512915129151,1.0218978102189782,0.976489028213166,4,35,137,1084
P56537,all,1,0.0489795918367346,0.3157894736842105,0.6428571428571429,1,12,38,245
P56545,all,2,0.0337078651685393,0.3571428571428571,1.5,3,5,42,445
P56715,all,0,0.0584415584415584,0.3387096774193548,0.3654341053772179,6,21,372,2156
P56715,regional,0,0.0292207792207792,0.1693548387096774,0.2523364485981308,3,21,372,2156
P57075,all,0,0.0166414523449319,0.1145833333333333,0.1702127659574468,1,11,96,661
P57103,all,0,0.0053937432578209,0.0434782608695652,0.08,1,5,115,927
P57740,all,4,0.2118918918918919,1.6610169491525424,3.151398601398601,7,28,118,925
P57740,regional,3,0.0908108108108108,0.711864406779661,2.25,3,28,118,925
P57764,all,0,0.018595041322314,0.1363636363636363,0.4545454545454545,1,9,66,484
P57768,all,0,0.0436046511627907,0.2542372881355932,0.2941176470588235,1,15,59,344
P58004,all,0,0.0083333333333333,0.0689655172413793,0.125,1,4,58,480
P58012,all,0,0.0186170212765957,0.2333333333333333,0.1818181818181818,1,7,30,376
P58107,all,1,0.0198506289308176,0.1714770797962648,0.202127659574468,1,101,589,5088
P58876,all,0,0.0238095238095238,0.1304347826086956,0.1176470588235294,3,1,23,126
P59923,all,0,0.0106692531522793,0.0748299319727891,0.3333333333333333,1,11,147,1031
P60201,all,0,0.0108303249097472,0.0789473684210526,0.0285714285714285,1,3,38,277
P60468,all,2,0.3125,1.3636363636363635,1.6666666666666667,2,15,22,96
P60484,all,1,0.0446650124069478,0.4186046511627907,0.3333333333333333,1,18,43,403
P60709,all,1,0.0746666666666666,0.5490196078431373,0.1875,1,28,51,375
P60842,all,0,0.0394088669950738,0.3333333333333333,0.2222222222222222,2,8,48,406
P60880,all,0,0.0194174757281553,0.2352941176470588,0.2,1,4,17,206
P60891,all,0,0.0377358490566037,0.3243243243243243,0.327485380116959,2,6,37,318
P61011,all,0,0.0317460317460317,0.3076923076923077,0.3333333333333333,2,8,52,504
P61019,all,0,0.0377358490566037,0.32,0.4545454545454545,1,8,25,212
P61160,all,0,0.0253807106598984,0.2702702702702703,0.4666666666666667,1,10,37,394
P61163,all,0,0.0079787234042553,0.0697674418604651,0.08,1,3,43,376
P61201,all,0,0.0067720090293453,0.0625,0.0952380952380952,1,3,48,443
P61221,all,0,0.023372287145242,0.2333333333333333,0.4285714285714285,1,14,60,599
P61604,all,1,0.0784313725490196,0.8888888888888888,1.0,1,8,9,102
P61764,all,0,0.0202020202020202,0.144578313253012,0.3,1,12,83,594
P61769,all,3,0.2016806722689075,1.3333333333333333,1.380952380952381,3,8,18,119
P61769,regional,3,0.2016806722689075,1.3333333333333333,1.380952380952381,3,8,18,119
P61812,all,0,0.002415458937198,0.0172413793103448,0.04,1,1,58,414
P61927,all,1,0.1237113402061855,0.631578947368421,0.4444444444444444,3,4,19,97
P61927,regional,1,0.1237113402061855,0.631578947368421,0.4444444444444444,3,4,19,97
P61964,all,0,0.0239520958083832,0.125,0.2019230769230769,2,4,64,334
P61978,all,1,0.0734341252699784,0.6071428571428571,0.6666666666666666,1,34,56,463
P62070,all,0,0.0147058823529411,0.1666666666666666,0.1111111111111111,1,3,18,204
P62072,all,0,0.0111111111111111,0.1111111111111111,0.0,1,1,9,90
P62249,all,1,0.0410958904109589,0.5454545454545454,0.6666666666666666,2,3,11,146
P62316,all,0,0.0508474576271186,0.4615384615384615,0.1666666666666666,1,6,13,118
P62495,all,0,0.0411899313501144,0.3673469387755102,0.5263157894736842,2,9,49,437
P62701,all,0,0.0380228136882129,0.3703703703703703,0.0909090909090909,1,10,27,263
P62736,all,0,0.0450928381962864,0.34,0.3333333333333333,1,17,50,377
P62750,all,1,0.0448717948717948,0.6363636363636364,1.0,1,7,11,156
P62807,all,0,0.0079365079365079,0.0454545454545454,0.0588235294117647,1,1,22,126
P62910,all,1,0.037037037037037,0.5,0.375,1,5,10,135
P62937,all,1,0.0727272727272727,0.631578947368421,0.6666666666666666,1,12,19,165
P63244,all,0,0.0757097791798107,0.3934426229508196,0.3793103448275862,1,24,61,317
P63261,all,3,0.288,2.117647058823529,2.769230769230769,4,27,51,375
P63261,regional,2,0.216,1.588235294117647,2.076923076923077,3,27,51,375
P67809,all,4,0.4320987654320987,5.0,4.9523809523809526,7,20,28,324
P67936,all,1,0.032258064516129,0.5714285714285714,0.6666666666666666,1,8,14,248
P68032,all,0,0.0954907161803713,0.72,0.7407407407407407,2,18,50,377
P68104,all,3,0.3463203463203463,3.076923076923077,2.8947368421052637,5,32,52,462
P68363,all,3,0.17960088691796,1.5576923076923077,2.3793103448275863,3,27,52,451
P68366,all,1,0.0446428571428571,0.4,0.6666666666666666,1,20,50,448
P68400,all,2,0.1662404092071611,1.7105263157894737,1.7272727272727273,5,13,38,391
P68400,regional,1,0.1329923273657289,1.368421052631579,0.7272727272727273,4,13,38,391
P68431,all,0,0.0220588235294117,0.2,0.0,3,1,15,136
P68871,all,1,0.2040816326530612,2.5,2.333333333333333,3,10,12,147
P69849,all,0,0.0081833060556464,0.0549450549450549,0.0232558139534883,2,5,182,1222
P78310,all,0,0.0520547945205479,0.3333333333333333,0.0714285714285714,1,19,57,365
P78316,all,0,0.0595099183197199,0.5543478260869565,0.3333333333333333,3,17,92,857
P78317,all,0,0.0263157894736842,0.1612903225806451,0.2,1,5,31,190
P78324,all,0,0.0317460317460317,0.1951219512195122,0.2687747035573122,2,8,82,504
P78330,all,1,0.0044444444444444,0.05,0.1428571428571428,1,1,20,225
P78332,all,0,0.0988423864648263,0.7928571428571428,0.7770897832817338,3,37,140,1123
P78337,all,0,0.0445859872611464,0.2641509433962264,0.0909090909090909,2,7,53,314
P78344,all,1,0.0705622932745314,0.6666666666666666,0.5256410256410257,2,32,96,907
P78347,all,2,0.2004008016032064,1.6260162601626016,1.7196969696969695,4,50,123,998
P78357,all,0,0.0065028901734104,0.0573248407643312,0.073170731707317,1,9,157,1384
P78362,all,2,0.1046511627906976,0.9113924050632912,1.2372076023391814,4,18,79,688
P78363,all,1,0.0057193136823581,0.0446735395189003,0.0348837209302325,1,13,291,2273
P78364,all,1,0.2091633466135458,1.213872832369942,1.2133333333333334,10,21,173,1004
P78364,regional,1,0.0627490039840637,0.3641618497109826,0.52,3,21,173,1004
P78406,all,0,0.0760869565217391,0.4827586206896552,0.4333333333333333,7,4,58,368
P78406,regional,0,0.0760869565217391,0.4827586206896552,0.4333333333333333,7,4,58,368
P78417,all,1,0.0414937759336099,0.3846153846153846,0.6666666666666666,1,10,26,241
P78524,all,2,0.080914687774846,0.4693877551020408,0.7428571428571429,2,46,196,1137
P78527,all,1,0.0591085271317829,0.4784313725490196,0.2649006622516556,2,122,510,4128
P78536,all,0,0.0546116504854368,0.4285714285714285,0.1440726035167328,3,15,105,824
P78559,all,1,0.1755262219051016,1.1714285714285717,1.131578947368421,3,164,420,2803
P78559,regional,1,0.1755262219051016,1.1714285714285717,1.131578947368421,3,164,420,2803
P80188,all,2,0.0202020202020202,0.1818181818181818,0.2666666666666666,2,2,22,198
P80303,all,2,0.0642857142857142,0.8709677419354839,0.65,3,9,31,420
P80723,all,2,0.2643171806167401,2.4,2.5,3,20,25,227
P81877,all,1,0.038781163434903,0.2978723404255319,0.4333333333333333,2,7,47,361
P82650,all,0,0.0111111111111111,0.0909090909090909,0.1052631578947368,1,4,44,360
P82912,all,0,0.0103092783505154,0.0833333333333333,0.1,1,2,24,194
P82933,all,0,0.0101010101010101,0.0952380952380952,0.0769230769230769,1,4,42,396
P82970,all,1,0.0212765957446808,0.3529411764705882,1.0,1,6,17,282
P82979,all,3,0.4666666666666667,3.6296296296296298,3.431578947368421,7,14,27,210
P82979,regional,1,0.3333333333333333,2.592592592592593,2.631578947368421,5,14,27,210
P83436,all,0,0.009090909090909,0.0714285714285714,0.025,1,7,98,770
P83876,all,1,0.0211267605633802,0.2727272727272727,0.5,1,3,11,142
P84098,all,1,0.0663265306122449,0.7647058823529411,0.8,1,13,17,196
P85037,all,4,1.800818553888131,10.476190476190476,10.720814479638008,30,44,126,733
P85037,regional,2,0.7803547066848567,4.53968253968254,4.779638009049774,13,44,126,733
P86452,all,1,0.034729315628192,0.2125,0.25,2,17,160,979
P98082,all,5,0.6922077922077922,4.131782945736434,4.1832350718065,13,41,129,770
P98082,regional,3,0.2129870129870129,1.2713178294573644,1.1679062736205594,4,41,129,770
P98095,all,0,0.0101351351351351,0.0923076923076923,0.2727272727272727,3,4,130,1184
P98160,all,0,0.0093372808016397,0.0602941176470588,0.0441176470588235,1,41,680,4391
P98170,all,1,0.0402414486921529,0.2985074626865671,0.4,1,20,67,497
P98171,all,2,0.1427061310782241,1.115702479338843,1.8325281803542672,5,27,121,946
P98171,regional,2,0.1141649048625792,0.8925619834710744,1.8325281803542672,4,27,121,946
P98175,all,3,0.2408602150537634,1.5886524822695036,1.884126984126984,4,56,141,930
Q00059,all,0,0.040650406504065,0.3333333333333333,0.1,1,10,30,246
Q00535,all,1,0.1232876712328767,1.3846153846153846,1.0909090909090908,4,9,26,292
Q00535,regional,0,0.0924657534246575,1.0384615384615383,0.8181818181818182,3,9,26,292
Q00587,all,1,0.0869565217391304,0.5230769230769231,1.0,1,34,65,391
Q00610,all,0,0.048955223880597,0.5503355704697986,0.5254745254745254,2,41,149,1675
Q00653,all,1,0.0344444444444444,0.2743362831858407,0.5384615384615384,1,31,113,900
Q00722,all,0,0.0337552742616033,0.2985074626865671,0.2,2,20,134,1185
Q00839,all,4,0.2036363636363636,2.5074626865671643,2.7111111111111112,6,28,67,825
Q00839,regional,3,0.1357575757575757,1.671641791044776,1.6,4,28,67,825
Q01082,all,15,0.9027072758037225,7.962686567164179,9.130181381218506,22,97,268,2364
Q01082,regional,7,0.2872250423011844,2.533582089552239,4.117647058823529,7,97,268,2364
Q01105,all,0,0.0275862068965517,0.2857142857142857,0.0,1,8,28,290
Q01130,all,1,0.1266968325791855,0.509090909090909,0.5106382978723404,1,28,55,221
Q01167,all,5,0.4136363636363636,2.5514018691588785,1.9089430894308943,7,39,107,660
Q01167,regional,4,0.2363636363636363,1.4579439252336448,1.0520325203252032,4,39,107,660
Q01196,all,3,0.5474613686534217,2.7865168539325844,3.365322580645161,8,31,89,453
Q01196,regional,2,0.2052980132450331,1.0449438202247192,1.0403225806451613,3,31,89,453
Q01201,all,0,0.0189982728842832,0.1527777777777778,0.1,1,11,72,579
Q01484,all,0,0.0978013646702047,0.5337931034482759,0.4946571169302566,3,129,725,3957
Q01518,all,1,0.1094736842105263,0.7761194029850746,0.5160256410256411,2,26,67,475
Q01543,all,0,0.1061946902654867,0.64,0.12,3,16,75,452
Q01664,all,1,0.1863905325443787,1.4,1.811904761904762,7,9,45,338
Q01664,regional,0,0.1065088757396449,0.8,1.4285714285714286,4,9,45,338
Q01780,all,1,0.0225988700564971,0.2061855670103092,0.5,1,20,97,885
Q01804,all,0,0.1400359066427289,0.9397590361445785,0.956381564682925,4,39,166,1114
Q01826,all,0,0.0262123197903014,0.2105263157894736,0.1904761904761904,1,20,95,763
Q01831,all,0,0.0851063829787234,0.6722689075630253,0.5259259259259259,2,40,119,940
Q01844,all,1,0.1189024390243902,0.7572815533980582,0.9301383399209484,13,6,103,656
Q01860,all,2,0.25,2.1951219512195124,1.7095238095238097,5,18,41,360
Q01955,all,1,0.0077844311377245,0.0948905109489051,0.0987654320987654,1,13,137,1670
Q01968,all,0,0.0099889012208657,0.1,0.0571428571428571,1,9,90,901
Q01995,all,3,0.2238805970149253,2.5,3.0,3,15,18,201
Q02040,all,0,0.0489208633093525,0.425,0.7333333333333333,2,17,80,695
Q02078,all,0,0.0907297830374753,0.4554455445544554,0.5789473684210527,2,23,101,507
Q02086,all,1,0.097879282218597,0.5607476635514018,0.5538461538461539,4,15,107,613
Q02218,all,0,0.0136852394916911,0.1228070175438596,0.1081081081081081,1,14,114,1023
Q02224,all,1,0.0159200296186597,0.1279761904761904,0.0769230769230769,1,43,336,2701
Q02241,all,0,0.0458333333333333,0.3636363636363636,0.4193548387096774,1,44,121,960
Q02297,all,0,0.028125,0.1363636363636363,0.0,2,9,132,640
Q02388,all,0,0.0054347826086956,0.0536912751677852,0.1304347826086956,1,16,298,2944
Q02413,all,0,0.0285986653956148,0.1714285714285714,0.2696443341604632,2,15,175,1049
Q02446,all,0,0.0573979591836734,0.2710843373493976,0.2019230769230769,3,15,166,784
Q02447,all,0,0.0896286811779769,0.4861111111111111,0.450965250965251,7,10,144,781
Q02505,all,3,0.0631959073126692,0.1274271844660194,0.1848713946936376,21,10,1648,3323
Q02505,regional,2,0.0571772494733674,0.1152912621359223,0.168169933315767,19,10,1648,3323
Q02543,all,0,0.0511363636363636,0.4285714285714285,0.5,1,9,21,176
Q02790,all,2,0.1503267973856209,1.5,1.908496732026144,3,23,46,459
Q02809,all,0,0.0137551581843191,0.1470588235294117,0.1514285714285714,2,5,68,727
Q02818,all,3,0.1626898047722342,2.272727272727273,1.976190476190476,5,15,33,461
Q02818,regional,2,0.1301518438177874,1.818181818181818,1.6428571428571428,4,15,33,461
Q02846,all,0,0.0027198549410698,0.0256410256410256,0.0,1,3,117,1103
Q02880,all,1,0.1217712177121771,0.9753694581280788,0.2727272727272727,3,66,203,1626
Q02962,all,0,0.0047961630695443,0.0294117647058823,0.0,2,1,68,417
Q02978,all,2,0.0700636942675159,0.5,0.303030303030303,2,11,44,314
Q03001,all,2,0.0961690885072655,0.6939942802669209,0.4562020562116052,8,91,1049,7570
Q03111,all,0,0.0697674418604651,0.3513513513513513,0.3902439024390244,1,39,111,559
Q03164,all,6,1.124212648022172,5.612578616352201,5.600262895987081,23,194,795,3969
Q03164,regional,0,0.4887881078357269,2.440251572327044,2.2422736747225507,10,194,795,3969
Q03188,all,0,0.144220572640509,0.7640449438202247,0.7436554729556524,2,68,178,943
Q03252,all,1,0.1887096774193548,1.481012658227848,1.53781512605042,3,39,79,620
Q03405,all,0,0.0029850746268656,0.0192307692307692,0.0,1,1,52,335
Q03518,all,0,0.0053475935828877,0.0388349514563106,0.0,1,4,103,748
Q04206,all,1,0.4083484573502722,3.2142857142857144,1.9134615384615383,9,25,70,551
Q04637,all,3,0.5703564727954972,4.4487804878048784,5.240545617904108,16,57,205,1599
Q04637,regional,0,0.24953095684803,1.946341463414634,2.143673936126766,7,57,205,1599
Q04656,all,0,0.028,0.1810344827586207,0.1739130434782608,1,42,232,1500
Q04695,all,2,0.2314814814814814,1.5873015873015872,1.3398692810457518,4,25,63,432
Q04721,all,0,0.0793201133144475,0.620253164556962,0.075268817204301,7,28,316,2471
Q04724,all,2,0.0415584415584415,0.2689075630252101,0.7441860465116279,2,16,119,770
Q04725,all,0,0.0161507402422611,0.0952380952380952,0.0,1,12,126,743
Q04726,all,7,0.5841968911917098,3.4166666666666665,5.773538244126479,11,41,132,772
Q04726,regional,4,0.2655440414507772,1.553030303030303,3.888888888888889,5,41,132,772
Q04727,all,7,0.3725743855109961,2.3225806451612905,5.44949494949495,12,24,124,773
Q04727,regional,1,0.1241914618369987,0.7741935483870968,2.090909090909091,4,24,124,773
Q04837,all,0,0.0337837837837837,0.25,0.2631578947368421,1,5,20,148
Q04864,all,0,0.0533117932148626,0.3402061855670103,0.3472022955523673,3,11,97,619
Q05086,all,0,0.0148571428571428,0.1397849462365591,0.12,1,13,93,875
Q05193,all,0,0.0254629629629629,0.2222222222222222,0.2105263157894736,1,22,99,864
Q05209,all,2,0.4076923076923077,2.523809523809524,2.77834008097166,6,53,126,780
Q05209,regional,1,0.2717948717948718,1.6825396825396826,2.041497975708502,4,53,126,780
Q05519,all,5,0.4958677685950413,2.608695652173913,3.0958385876418664,5,48,92,484
Q05586,all,0,0.0074626865671641,0.0551181102362204,0.3636363636363636,1,7,127,938
Q05639,all,0,0.0863930885529157,0.7272727272727273,0.7324414715719063,2,20,55,463
Q05682,all,2,0.1853720050441362,1.7926829268292683,1.7393162393162394,3,49,82,793
Q05823,all,0,0.0053981106612685,0.054054054054054,0.0714285714285714,1,4,74,741
Q06330,all,0,0.032,0.2105263157894736,0.0,2,8,76,500
Q06413,all,1,0.1268498942917547,0.6122448979591837,0.1739130434782608,3,20,98,473
Q06416,all,0,0.0027855153203342,0.0263157894736842,0.0,1,1,38,359
Q06546,all,0,0.0352422907488986,0.2909090909090909,0.1466666666666666,4,4,55,454
Q06547,all,0,0.0050632911392405,0.0333333333333333,0.0476190476190476,1,2,60,395
Q06830,all,1,0.0703517587939698,0.6363636363636364,0.5,1,14,22,199
Q07020,all,3,0.2393617021276596,1.9565217391304348,3.0,3,15,23,188
Q07020,regional,3,0.2393617021276596,1.9565217391304348,3.0,3,15,23,188
Q07021,all,1,0.0390070921985815,0.3055555555555556,0.2142857142857142,1,11,36,282
